PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked
774,0,3,male,30.0,0,0,c
775,1,2,female,54.0,1,3,s
776,0,3,male,18.0,0,0,s
777,0,3,male,30.0,0,0,q
778,1,3,female,5.0,0,0,s
779,0,3,male,30.0,0,0,q
780,1,1,female,43.0,0,1,s
781,1,3,female,13.0,0,0,c
782,1,1,female,17.0,1,0,s
783,0,1,male,29.0,0,0,s
784,0,3,male,30.0,1,2,s
785,0,3,male,25.0,0,0,s
786,0,3,male,25.0,0,0,s
787,1,3,female,18.0,0,0,s
788,0,3,male,8.0,4,1,q
789,1,3,male,1.0,1,2,s
790,0,1,male,46.0,0,0,c
791,0,3,male,30.0,0,0,q
792,0,2,male,16.0,0,0,s
793,0,3,female,30.0,8,2,s
794,0,1,male,30.0,0,0,c
795,0,3,male,25.0,0,0,s
796,0,2,male,39.0,0,0,s
797,1,1,female,49.0,0,0,s
798,1,3,female,31.0,0,0,s
799,0,3,male,30.0,0,0,c
800,0,3,female,30.0,1,1,s
801,0,2,male,34.0,0,0,s
802,1,2,female,31.0,1,1,s
803,1,1,male,11.0,1,2,s
804,1,3,male,0.42,0,1,c
805,1,3,male,27.0,0,0,s
806,0,3,male,31.0,0,0,s
807,0,1,male,39.0,0,0,s
808,0,3,female,18.0,0,0,s
809,0,2,male,39.0,0,0,s
810,1,1,female,33.0,1,0,s
811,0,3,male,26.0,0,0,s
812,0,3,male,39.0,0,0,s
813,0,2,male,35.0,0,0,s
814,0,3,female,6.0,4,2,s
815,0,3,male,30.5,0,0,s
816,0,1,male,30.0,0,0,s
817,0,3,female,23.0,0,0,s
818,0,2,male,31.0,1,1,c
819,0,3,male,43.0,0,0,s
820,0,3,male,10.0,3,2,s
821,1,1,female,52.0,1,1,s
822,1,3,male,27.0,0,0,s
823,0,1,male,38.0,0,0,s
824,1,3,female,27.0,0,1,s
825,0,3,male,2.0,4,1,s
826,0,3,male,30.0,0,0,q
827,0,3,male,30.0,0,0,s
828,1,2,male,1.0,0,2,c
829,1,3,male,30.0,0,0,q
830,1,1,female,62.0,0,0,s
831,1,3,female,15.0,1,0,c
832,1,2,male,0.83,1,1,s
833,0,3,male,30.0,0,0,c
834,0,3,male,23.0,0,0,s
835,0,3,male,18.0,0,0,s
836,1,1,female,39.0,1,1,c
837,0,3,male,21.0,0,0,s
838,0,3,male,30.0,0,0,s
839,1,3,male,32.0,0,0,s
840,1,1,male,30.0,0,0,c
841,0,3,male,20.0,0,0,s
842,0,2,male,16.0,0,0,s
843,1,1,female,30.0,0,0,c
844,0,3,male,34.5,0,0,c
845,0,3,male,17.0,0,0,s
846,0,3,male,42.0,0,0,s
847,0,3,male,30.0,8,2,s
848,0,3,male,35.0,0,0,c
849,0,2,male,28.0,0,1,s
850,1,1,female,30.0,1,0,c
851,0,3,male,4.0,4,2,s
852,0,3,male,74.0,0,0,s
853,0,3,female,9.0,1,1,c
854,1,1,female,16.0,0,1,s
855,0,2,female,44.0,1,0,s
856,1,3,female,18.0,0,1,s
857,1,1,female,45.0,1,1,s
858,1,1,male,51.0,0,0,s
859,1,3,female,24.0,0,3,c
860,0,3,male,30.0,0,0,c
861,0,3,male,41.0,2,0,s
862,0,2,male,21.0,1,0,s
863,1,1,female,48.0,0,0,s
864,0,3,female,30.0,8,2,s
865,0,2,male,24.0,0,0,s
866,1,2,female,42.0,0,0,s
867,1,2,female,27.0,1,0,c
868,0,1,male,31.0,0,0,s
869,0,3,male,30.0,0,0,s
870,1,3,male,4.0,1,1,s
871,0,3,male,26.0,0,0,s
872,1,1,female,47.0,1,1,s
873,0,1,male,33.0,0,0,s
874,0,3,male,47.0,0,0,s
875,1,2,female,28.0,1,0,c
876,1,3,female,15.0,0,0,c
877,0,3,male,20.0,0,0,s
878,0,3,male,19.0,0,0,s
879,0,3,male,30.0,0,0,s
880,1,1,female,56.0,0,1,c
881,1,2,female,25.0,0,1,s
882,0,3,male,33.0,0,0,s
883,0,3,female,22.0,0,0,s
884,0,2,male,28.0,0,0,s
885,0,3,male,25.0,0,0,s
886,0,3,female,39.0,0,5,q
887,0,2,male,27.0,0,0,s
888,1,1,female,19.0,0,0,s
889,0,3,female,30.0,1,2,s
890,1,1,male,26.0,0,0,c
891,0,3,male,32.0,0,0,q
